train/q_halt_accuracy,train/steps,train/q_halt_loss,_step,all.exact_accuracy,train/count,_runtime,all.lm_loss,all.q_halt_accuracy,all.steps,_timestamp,train/lm_loss,num_params,all.accuracy,train/accuracy,train/lr,all.q_halt_loss,train/exact_accuracy
1.0,12.709090909090909,0.016986823330322903,10491,,1,6686.011281127,,,,1773934219.138011,0.706510594608888,,,0.7712682550603693,0.0001,,0.2909090909090909
1.0,13.709090909090909,0.014540709555149078,10535,,1,6704.700477209,,,,1773934237.8283799,0.7122148584548973,,,0.778451191295277,0.0001,,0.3090909090909091
1.0,12.0,0.013814071814219156,10543,,1,6708.096683667,,,,1773934241.2250614,0.7022942861189256,,,0.8080397815239139,0.0001,,0.4146341463414634
1.0,12.648148148148149,0.00946048895517985,10560,,1,6715.313128289,,,,1773934248.4412532,0.7077923872592783,,,0.8166437502260562,0.0001,,0.35185185185185186
0.9863013698630136,13.273972602739725,0.019436948001384735,10610,,1,6736.665602684,,,,1773934269.7936196,0.7165434251387154,,,0.7627261958710135,0.0001,,0.2602739726027397
1.0,12.62962962962963,0.011622237662474314,10681,,1,6766.995813032,,,,1773934300.1248574,0.6984102894666999,,,0.8095564665617766,0.0001,,0.3888888888888889
0.9827586206896551,12.60344827586207,0.02036756028731664,10686,,1,6769.114194413,,,,1773934302.243484,0.7427847987731689,,,0.7903363458041487,0.0001,,0.3620689655172414
1.0,11.65625,0.009363692874709765,10710,,1,6779.311238828,,,,1773934312.4405282,0.6941709342092554,,,0.8049768209457397,0.0001,,0.390625
0.9836065573770492,12.540983606557377,0.007343954096237819,10821,,1,6826.465363033,,,,1773934359.595709,0.7140812292719163,,,0.7765634255331071,0.0001,,0.3442622950819672
1.0,13.0,0.0010339484239617984,10851,,1,6839.164336486,,,,1773934372.2950592,0.7134825566092712,,,0.7817283630371094,0.0001,,0.3
0.9824561403508771,12.385964912280702,0.007073781763513883,10890,,1,6855.64359883,,,,1773934388.7734969,0.7157245348964137,,,0.7721464592113829,0.0001,,0.2982456140350877
0.971830985915493,12.535211267605634,0.02262807885805766,10922,,1,6869.227630012,,,,1773934402.3553782,0.7011123638521508,,,0.7878629657584177,0.0001,,0.3380281690140845
0.967741935483871,12.806451612903226,0.011621120075384775,10980,,1,6893.816409307,,,,1773934426.948249,0.704889310296284,,,0.7941059604767831,0.0001,,0.3225806451612903
1.0,11.791666666666666,0.013531196862459183,11015,,1,6908.566092473,,,,1773934441.6963463,0.6862236337007385,,,0.8064129087660048,0.0001,,0.4027777777777778
1.0,13.17741935483871,0.01713401327530543,11079,,1,6935.582188507,,,,1773934468.7141385,0.7173654689142402,,,0.776184820359753,0.0001,,0.3225806451612903
1.0,11.31578947368421,0.011077072471380234,11086,,1,6938.531948797,,,,1773934471.6635666,0.7076955789783473,,,0.8115659512971577,0.0001,,0.40789473684210525
0.9672131147540983,11.21311475409836,0.00958810622493426,11114,,1,6950.329601554,,,,1773934483.4614606,0.7120774516776883,,,0.8152195664702869,0.0001,,0.4098360655737705
1.0,11.525423728813559,0.015292746325333914,11264,,1,7013.920046238,,,,1773934547.0495527,0.7189384516818893,,,0.8014228950112553,0.0001,,0.4067796610169492
0.9866666666666667,10.786666666666667,0.014734673003355661,11278,,1,7019.852787455,,,,1773934552.9824417,0.6857493948131487,,,0.87572021484375,0.0001,,0.56
1.0,13.765625,0.0033838978658119836,11284,,1,7022.392445398,,,,1773934555.522365,0.7251773516822627,,,0.7534722089767456,0.0001,,0.21875
0.9538461538461539,11.8,0.01772123451034228,11293,,1,7026.203507457,,,,1773934559.3335938,0.7078983985111758,,,0.8159544137807992,0.0001,,0.4
0.9848484848484849,12.227272727272727,0.022795704503854115,11346,,1,7048.776975105,,,,1773934581.890695,0.7144095278494517,,,0.7936775901100852,0.0001,,0.3333333333333333
0.9795918367346939,12.918367346938776,0.008231942852338156,11358,,1,7053.854841803,,,,1773934586.984757,0.7053132356277727,,,0.7770219141123246,0.0001,,0.30612244897959184
1.0,12.328125,0.01403686155875524,11416,,1,7078.538383579,,,,1773934611.6687672,0.7027193248840921,,,0.7966821193695068,0.0001,,0.34375
0.9714285714285714,11.1,0.00876557951172193,11434,,1,7086.14771756,,,,1773934619.2775414,0.7180668404113391,,,0.86102294921875,0.0001,,0.5857142857142857
1.0,11.383333333333333,0.0015690292542179425,11478,,1,7104.735621457,,,,1773934637.8671288,0.6964964826054664,,,0.8292181650797527,0.0001,,0.45
0.9824561403508771,12.24561403508772,0.011405413349469503,11501,,1,7114.460372032,,,,1773934647.5910642,0.707452264108191,,,0.779077362595943,0.0001,,0.3333333333333333
0.9705882352941176,12.647058823529411,0.014991128196318945,11520,,1,7122.474528085,,,,1773934655.6058724,0.7076013964525979,,,0.8011982300702263,0.0001,,0.36764705882352944
1.0,10.382978723404255,0.014251810808976492,11585,,1,7149.859478129,,,,1773934682.9905057,0.7121086205748696,,,0.8486997726115775,0.0001,,0.5319148936170213
0.9682539682539683,12.126984126984127,0.012184220055739084,11790,,1,7236.420129832,,,,1773934769.5500188,0.7115006783637132,,,0.8001174926757812,0.0001,,0.38095238095238093
0.9655172413793104,12.068965517241379,0.00904074932138125,11952,,1,7304.91447922,,,,1773934838.0460956,0.7379799447929843,,,0.8188591003417969,0.0001,,0.41379310344827586
0.9879518072289156,11.710843373493976,0.009852452203631401,12010,,1,7329.382018349,,,,1773934862.5120513,0.6888245509241543,,,0.8222520207784262,0.0001,,0.43373493975903615
1.0,12.506024096385541,0.026676831146081287,12077,,1,7357.723464791,,,,1773934890.8528137,0.6937404750928332,,,0.8048490041709808,0.0001,,0.3855421686746988
0.9846153846153847,11.8,0.012379541993141174,12081,,1,7359.416784224,,,,1773934892.5460248,0.7127049657416248,,,0.8096866314227764,0.0001,,0.4
1.0,14.363636363636363,0.005196250043809414,12198,,1,7408.7754474,,,,1773934941.90666,0.7207009221493114,,,0.7261503970984257,0.0001,,0.15151515151515152
0.9838709677419355,11.903225806451612,0.01852225512266159,12259,,1,7434.517274172,,,,1773934967.6485524,0.7045855961252768,,,0.8327359845561366,0.0001,,0.46774193548387094
1.0,13.360655737704919,0.011797058085600534,12276,,1,7441.686172761,,,,1773934974.8171017,0.730471686503614,,,0.7658368720382941,0.0001,,0.2459016393442623
0.9838709677419355,12.806451612903226,0.004387671127915382,12376,,1,7483.953853551,,,,1773935017.0837264,0.6938422665163038,,,0.7799681386639995,0.0001,,0.25806451612903225
0.9682539682539683,11.222222222222221,0.013161864131689072,12381,,1,7486.067924715,,,,1773935019.1987062,0.7121500736064386,,,0.826180654858786,0.0001,,0.42857142857142855
